mine,notes,upload_date,title,url,duration,views,presenter_in_desc,mentions_jeff,description_snippet
,,2023-05-27,"ACF Chat Friday – May 26, 2023: Options Page UI Demo, ACF 6.2 features",https://www.youtube.com/watch?v=WEVwSGIBwv8,36:54,824,,,"A demo of the new UI for creating Options Pages with ACF PRO coming to ACF 6.2, a chat about other features coming, and more. ACF Chat Fridays are open office hours with the ACF team and users, featur…"
,,2023-05-30,"Search Functionality with WP Engine Smart Search, Faust.js, and ACF in Headless WP",https://www.youtube.com/watch?v=aCeS-aimIhI,50:57,595,,,"**NOTE**: WP Engine Smart Search was formerly known as Atlas Search. Accurate search results ensure your site visitors can find what they need efficiently, which makes for a good user experience. Howe…"
,,2023-06-08,Intrinsic Design: Building Responsive WordPress Websites,https://www.youtube.com/watch?v=ZXJJgxJ_h7o,50:20,1574,Brian Gardner,,"In the dynamic world of digital design, it’s imperative to create websites that are adaptable, versatile, and genuinely responsive to the medium they exist in. Join Brian Gardner in an interactive wor…"
,,2023-06-26,"Colors, Gradients, and Duotones in WordPress Block Themes",https://www.youtube.com/watch?v=vmN4bgXAz28,11:10,779,Brian Gardner,,"Colors serve as more than just decorative elements; they are functional tools that play a crucial role in website design. By breathing life into a site, colors enhance its visual appeal and shape its …"
,,2023-06-26,Set up a Git-based workflow with Local and GitHub Actions,https://www.youtube.com/watch?v=cXsrNHBewMc,1:00:26,5893,,,"Having an established end-to-end workflow for your site development process with Git version control can allow you to onboard a new developer quickly, keep a history of changes and elevate the consist…"
,,2023-07-01,REPL for WPGraphQL in headless WordPress,https://www.youtube.com/watch?v=29-eU8zYLjM,53:34,180,,,"For those who are not familiar, a REPL (Read-Evaluate-Print Loop) is a really valuable tool for any ecosystem. A REPL can be used to reproduce a bug, teach the basics of the ecosystem, experiment, and…"
,,2023-07-07,Build a Headless WordPress Site with Nuxt 3,https://www.youtube.com/watch?v=LURcvJUzaGQ,33:36,8419,,,"In this article, you’ll learn how to build a basic headless WordPress site using Nuxt 3 and Vue 3. Nuxt 3 is a full-stack framework built around the latest version of the Vue JavaScript framework. Nux…"
,,2023-07-22,Authentication in Faust.js and Headless WP,https://www.youtube.com/watch?v=RZRs9duytqA,32:15,757,,,Authentication in headless WordPress is an involved process when you have to write the code from scratch. The intricacies involved in integrating these technologies can pose significant challenges. Fr…
,,2023-07-24,Headless eCommerce with WordPress & WooGraphQL,https://www.youtube.com/watch?v=nhlexP-KtSo,1:03:38,5704,,,"Although headless eCommerce allows developers to integrate commerce providers like Shopify and Big Commerce with their WordPress data, many developers want to use a headless architecture but still rel…"
,,2023-07-24,"ACF Chat Friday – July 21, 2023: Bidirectional Relationships Demo, ACF 6.2 features",https://www.youtube.com/watch?v=byZN2seymWI,44:57,1342,,,"A demo of the new UI for creating Bidirectional Relationships with ACF PRO coming to ACF 6.2, a chat about other features coming, and more. ACF Chat Fridays are open office hours with the ACF team and…"
,,2023-07-26,Options Pages and Site-wide Fields with ACF,https://www.youtube.com/watch?v=NAdxBHZImiQ,34:12,3789,,,"Clients and site builders want the ability to update sitewide information, toggle features on & off, and have it seamlessly integrated into the WordPress admin area. WordPress core offers the APIs to …"
,,2023-07-27,Introducing the Frost Blueprint for Local WordPress Development,https://www.youtube.com/watch?v=bmA1FLftprE,9:54,967,Brian Gardner,,"Let’s talk about Local, a comprehensive tool that empowers you to create, manage, and test WordPress websites. With its rich features, intuitive interface, and offline capabilities, Local is a valuabl…"
,,2023-07-27,"Crash Course: Build a Headless WordPress App with Faust.js, WPGraphQL & Advanced Custom Fields",https://www.youtube.com/watch?v=q71fEdtqoHI,31:43,8075,,,"A corresponding 'Crash Course: Build a Headless WordPress App with Faust.js, WPGraphQL & Advanced Custom Fields' blog post with code snippets is available here: https://wpengine.com/builders/build-hea…"
,,2023-07-31,Exploring Color in WordPress Block Themes,https://www.youtube.com/watch?v=q0Gk_-77Kb4,27:34,728,Brian Gardner,,"Colors are more than just decorative elements; they are functional tools that play a crucial role in website design. By breathing life into a site, colors enhance its visual appeal and shape its overa…"
,,2023-08-02,Bidirectional Relationship Setting - Feature Demo,https://www.youtube.com/watch?v=Sm-ew98O38U,4:46,3538,,,"Liam Gladdy walks through the new bidirectional relationship setting coming to the UI in ACF 6.2. Previously only available with a code snippet, the bidirectional setting is now a UI setting that appl…"
,,2023-08-02,Bidirectional Relationship Setting (Products/Users) - Feature Demo,https://www.youtube.com/watch?v=zUyIMYrNTDg,2:17,4104,,,"Liam Gladdy walks through the new bidirectional relationship setting coming to the UI in ACF 6.2. Specifically how to connect a bidirectional relationship between two different data types, in this exa…"
,,2023-08-04,How to Install WordPress Multisite With Local,https://www.youtube.com/watch?v=fiQkZ8kRTqU,3:22,4079,Brian Gardner,,"In this video, we’ll demonstrate how to install WordPress Multisite on Local. Local simplifies the building, testing, and deploying of WordPress sites and benefits those interested in working locally.…"
,,2023-08-04,ACF Options Pages UI (ACF PRO 6.2),https://www.youtube.com/watch?v=0As393DZyZs,3:59,33512,,,A demonstration of the new Options Pages user interface enhancements coming in ACF PRO 6.2. https://advancedcustomfields.com Final child theme code: https://gist.github.com/colorful-tones/2af53c483eb0…
,,2023-08-04,"ACF Chat Friday – August 4, 2023: Building up to the ACF 6.2 Release",https://www.youtube.com/watch?v=kcp7CHflJIg,44:01,306,,,"Covering the ACF 6.2 release that is coming soon, with RC1 out now. We discuss future ACF Blocks improvements, and WordPress core updates and improvements. ACF Chat Fridays are open office hours with …"
,,2023-08-10,How to Build a Pricing Table Pattern With Frost,https://www.youtube.com/watch?v=IuwBBWALE8U,15:49,382,Brian Gardner,,"You know the importance of a well-designed pricing table if you’re showcasing multiple products, services, or even membership plans on your site. It’s not just about showing numbers; it’s about compar…"
,,2023-08-14,Designing Block Patterns With Frost,https://www.youtube.com/watch?v=kzqjb8zuBgI,1:02:57,721,Brian Gardner,,This interactive workshop will explore using Frost and WordPress Core blocks to build patterns. Learn to streamline your workflow and expedite website development by mastering the art of designing wit…
,,2023-08-18,Faust.js Out of The Gate,https://www.youtube.com/watch?v=5kx-abSTa4g,27:13,989,,,"In this video, Teresa Gobble of the Faust.js team talks about how you can use Faust.js to easily build out your own headless website powered by WordPress. Headless development might not be a new conce…"
,,2023-08-18,Designing Footer Patterns With the Frost WordPress Theme,https://www.youtube.com/watch?v=d2QkyFl6-OU,23:24,511,Brian Gardner,,"You recognize the significance of a finely crafted footer pattern when highlighting various sections, features, or even site policies. It’s not merely about listing information; it’s about organizing …"
,,2023-08-18,ACF PRO Flexible Content field demonstration - create page builder-like sections and drag-n-drop.,https://www.youtube.com/watch?v=t7pjoKGGTUI,2:59,4813,,,A demonstration of how to use ACF PRO's Flexible Content field to create a drag-n-drop editorial experience.
,,2023-08-21,Designing a Link Page Pattern With Frost (Linktree Alternative),https://www.youtube.com/watch?v=xjMnrOFtV9M,16:13,268,Brian Gardner,,"Just as every crucial element on a website guides and captivates its audience, a well-structured link page is a vital cornerstone of your online presence. Imagine having a single page that unifies all…"
,,2023-08-21,"ACF Chat Friday – August 18, 2023: Translating ACF Fields with WPML",https://www.youtube.com/watch?v=WrUwfbUEMgw,43:10,1188,,,This week we are joined by special guests from WPML - Pierre and Jamal to explain and demonstrate how to translate ACF fields into different languages using the WPML and ACFML plugins. We also recap t…
,,2023-08-30,Building a Reusable Plugin for All Your ACF Projects,https://www.youtube.com/watch?v=RIKCtfkgv_k,35:25,4258,,,"It is critical to be efficient with your time while developing multiple WordPress client projects. Perhaps you are recreating the same custom post types, field groups, or blocks. Or, you want to start…"
,,2023-09-05,"ACF Chat Friday – September 1, 2023: ACF Blocks",https://www.youtube.com/watch?v=Ol5KP2DYZ7o,41:56,927,,,"This week we chatted ACF Blocks, discussing our roadmap, asking for feature requests, and chatting about how people are using them. ACF Chat Fridays are open office hours with the ACF team and users, …"
,,2023-09-07,Design Testimonials With the Frost WordPress Theme,https://www.youtube.com/watch?v=eZ_22HsZ4RY,15:35,504,Brian Gardner,,"Understanding the value of well-crafted testimonials on your website is crucial in today’s digital landscape. Testimonials build trust, establish credibility, and showcase your customers’ positive exp…"
,,2023-09-15,Building with Headless WordPress in a Block-based World,https://www.youtube.com/watch?v=5e9fV01a3Oc,56:23,5427,,,"Since the WordPress CMS is mainly used to create traditional sites, implementing certain features of the platform in headless sites has historically been difficult for developers. As the WordPress blo…"
,,2023-09-18,Local for WordPress: 5 Powerful Features,https://www.youtube.com/watch?v=fTDr9DlCJow,46:16,3436,Brian Gardner,,"Local is an extraordinary resource enabling WordPress developers to construct and administer websites locally, providing a swift and secure framework for development. This suite of functionalities gre…"
,,2023-09-18,"ACF Chat Friday – September 15, 2023: Q&A",https://www.youtube.com/watch?v=P1ckUFQAFXM,30:35,130,,,"This week we had an open Q&A session with the team. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering your questions on buildi…"
,,2023-09-22,How to Create Post Patterns in WordPress With Frost,https://www.youtube.com/watch?v=zLOr-sqY0SQ,15:38,904,Brian Gardner,,"Navigating the realm of content presentation can uplift your website’s aesthetic and user engagement. Using post patterns, like grids and lists, isn’t just about layout—instead, crafting an intuitive …"
,,2023-10-02,"ACF Chat Friday – September 29, 2023: Q&A",https://www.youtube.com/watch?v=bAyd764zfOY,40:58,177,,,"This week we had an open Q&A session with the team. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering your questions on buildi…"
,,2023-10-02,Improving Build Times with Faust.js and WPGraphQL Smart Cache,https://www.youtube.com/watch?v=oHF5RlGVVX8,1:14:25,585,,,"Long build times can be a huge issue for anyone building headless sites with WordPress, but for high-traffic sites with a lot of content, this can be an even bigger challenge. For media sites that rel…"
,,2023-10-03,Create a Brand Guide With Frost and WordPress Blocks,https://www.youtube.com/watch?v=WucwmrK1Tmc,18:10,669,Brian Gardner,,"In the digital age, branding isn’t just about logos and colors—it’s about creating a cohesive visual story that resonates with your audience. With WordPress blocks, designers now have a powerful tool …"
,,2023-10-12,Using the WordPress Template Hierarchy with Faust.js,https://www.youtube.com/watch?v=vs2aXrPn2Q0,10:59,2315,,,"In this video, you'll learn about how Faust.js implements a templating system modeled after the WordPress template hierarchy. You can find the GitHub repo used in this video here: https://github.com/J…"
,,2023-10-16,"ACF Chat Friday – October 13, 2023: Q&A",https://www.youtube.com/watch?v=tkx8iwuLHoM,41:58,233,,,"This week we had an open Q&A session with the team. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering your questions on buildi…"
,,2023-10-16,Searching ACF Data with WP Engine's Smart Search,https://www.youtube.com/watch?v=rPZO3yBfRns,33:57,1002,,,"Accurate search results ensure your site visitors can find what they need efficiently, which makes for a good user experience. Out-of-the-box WordPress’s native search leaves a lot to be desired. It i…"
,,2023-10-18,Sneak Peek at WordPress 6.4,https://www.youtube.com/watch?v=mNzV4DzXt5U,52:23,964,,,"It is essential to remain well-informed about the latest advancements in WordPress to ensure that both your team and clients stay on the cutting edge. The eagerly anticipated release of WordPress 6.4,…"
,,2023-10-23,The Anatomy of a Block WordPress Theme,https://www.youtube.com/watch?v=4BYGHWcH5Z8,1:01:06,4249,Brian Gardner,,"Whether you're a budding WordPress enthusiast, an experienced developer, or someone keen to understand the evolution of WordPress themes, this workshop is tailored to give you actionable insights and …"
,,2023-10-25,Next.js 13/App Router support in Faust.js,https://www.youtube.com/watch?v=-wxXArkVSSo,41:41,843,,,"Next.js 13 introduces a new paradigm in the project structure and the development of sites and applications. With the new version of Next.js being adapted, Faust.js also must coincide. Fran Agulto and…"
,,2023-10-27,How to Create Progress Bars With WordPress Blocks,https://www.youtube.com/watch?v=HHARSJnv_JY,12:05,1345,Brian Gardner,,"In today’s competitive online landscape, keeping your audience engaged and communicating the value you offer is crucial. That’s where progress bars can play a vital role in your website design. With W…"
,,2023-10-30,"ACF Chat Friday – October 27, 2023: WPGraphQL & ACF with Jason Bahl",https://www.youtube.com/watch?v=-iQtI3MuwlY,53:07,501,,,"This week we had Jason Bahl from WPGraphQL talking to us about using WPGraphQL and ACF. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF…"
,,2023-11-03,How to Build a Team Page With WordPress Blocks,https://www.youtube.com/watch?v=WFSCabe6Ius,19:51,2313,Brian Gardner,,"In our modern, interconnected world, establishing a robust online footprint is more critical than ever before. A key aspect of forging a solid digital connection with your audience is showcasing the p…"
,,2023-11-10,Mastering Homepage Design: Building with Blocks in WordPress,https://www.youtube.com/watch?v=GG-tR2aX1KA,45:10,6942,Brian Gardner,,Are you ready to transform your WordPress homepage from mundane to magnificent? We have just the workshop for you! Join Brian Gardner as he guides you step-by-step in creating a beautiful and practica…
,,2023-11-13,Visually Building a Headless WordPress Site with Clutch,https://www.youtube.com/watch?v=pfqUxuSgoVs,1:07:33,986,,,"At WP Engine, we’ve worked hard over the last several years to lower the barrier to creating headless WordPress sites, and we’ve watched lots of brands and organizations build powerful tools using thi…"
,,2023-11-13,"ACF Chat Friday – November 10, 2023: Q&A",https://www.youtube.com/watch?v=zy4cfZ3-Llo,35:47,294,,,"This week we had an open Q&A session with the team. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering your questions on buildi…"
,,2023-11-16,Create a Slider Block with ACF,https://www.youtube.com/watch?v=Mz34k-Y5hCE,1:10:01,6111,,,Building custom WordPress blocks can be a daunting learning curve. Do I need to learn React? How do I offer an intuitive editing experience without adding the overhead to create it? Join Damon Cook as…
,,2023-11-17,Next.js 13 and headless WordPress with WPGraphQL,https://www.youtube.com/watch?v=-7c68g0zgQg,15:28,7587,,,CONTENTS: 00:00 - Intro 00:52 - Getting Started 04:41 - The New Paradigm in Next.js 13/App Router 05:48 - Roles of Folders and Files 08:00 - Data Fetching 09:10 - Fetching WP Data on the Home Page 12:…
,,2023-11-20,Create a Page With Sidebar Template in WordPress,https://www.youtube.com/watch?v=KJnLZJPtsA0,11:54,2336,Brian Gardner,,"In today’s digital landscape, having a well-organized and user-friendly online presence is essential. One key aspect is learning to use WordPress blocks effectively to enhance your website’s layout an…"
,,2023-11-28,App Router and Auth Support in Faust.js with Next.js 14,https://www.youtube.com/watch?v=LqkeJoMUtyk,24:02,678,,,"In this video, I will give you an overview of the support of Next 14 with Faust.js. CONTENTS: 00:00 - Intro 01:10 - Getting Started 04:04 - Boilerplate File Structure in Faust.js Experimental App Rout…"
,,2023-12-06,How to Build an FAQ Section with WordPress Blocks,https://www.youtube.com/watch?v=hKYzGZnay2E,17:14,8370,Brian Gardner,,"Ensuring your website efficiently answers user queries is vital in online content management. A well-crafted FAQ section is crucial, offering a straightforward solution for users seeking quick answers…"
,,2023-12-12,"ACF Chat Friday – December 8, 2023: Q&A",https://www.youtube.com/watch?v=GIcuzBTButc,32:32,235,,,In the last ACF Chat Fridays of 2023 we had an open Q&A session with the team. Thanks to everyone who has turned up this year and chatted all things ACF with us. We appreciate you! Here's to more ACF …
,,2023-12-15,Create a Slide Presentation in WordPress,https://www.youtube.com/watch?v=g1tE6vmfHmA,42:50,1903,Brian Gardner,,"Join Brian Gardner for a workshop on mastering the essentials of creating effective slide presentations using WordPress Blocks. In this workshop, you’ll learn practical ways to utilize blocks, enablin…"
,,2023-12-18,Server-Side Rendering and Server Components with WPGraphQL and Next.js,https://www.youtube.com/watch?v=wkzC9973hTs,10:55,551,,,CONTENTS: 00:00 - Intro 00:41 - Let's Define SSR 01:49 - React Server Components 03:41 - WPGraphQL Queries within Next.js 14 07:12 - Hybrid Rendering/Incremental Static Regeneration 08:35 - WPGraphQL …
,,2024-01-02,What's new in Atlas: The headless WordPress hosting solution,https://www.youtube.com/watch?v=GJmrQXmbS7I,12:25,394,,,Atlas is WP Engine's hosting solution for headless WordPress. Find out what new updated features it contains in this video walkthrough! Contents: 00:00 - Intro 00:18 - What is Atlas 01:20 - How to get…
,,2024-01-08,"ACF Chat Friday – January 5, 2024: Q&A",https://www.youtube.com/watch?v=f1WAV5icjKk,25:59,262,,,In the first ACF Chat Fridays of 2024 we had an open Q&A session with the team. Thanks to everyone who has turned up this year and chatted all things ACF with us. We appreciate you! Here's to more ACF…
,,2024-01-11,Add Featured Images to Your WordPress Website,https://www.youtube.com/watch?v=ZI5LpYO4AlQ,17:01,836,Brian Gardner,,"In the ever-evolving world of web design, the visual impact of your site is crucial. Today, Brian Gardner will show you a simple yet powerful way to enhance your website’s appeal: adding featured imag…"
,,2024-01-17,Telemetry in Faust.js,https://www.youtube.com/watch?v=ovCnVqHf5ig,3:59,174,,,Headless WordPress resources: https://faustjs.org/ https://developers.wpengine.com https://github.com/wpengine/faustjs
,,2024-01-19,"ACF Chat Friday – January 19, 2024: ACF 6.2.5 Security Release",https://www.youtube.com/watch?v=BScIFvzhWso,41:51,646,,,In this ACF Chat Fridays session we discussed the recent ACF 6.2.5 security release and how that impacts users. We answered a good deal of questions on how to understand if you're impacted and how to …
,,2024-01-22,Create a ConvertKit Email Opt-in Form with WordPress,https://www.youtube.com/watch?v=DRCFhKeznnQ,11:00,1261,Brian Gardner,,"Engaging your audience in the dynamic digital landscape is critical to website success. Today, Brian Gardner will guide you through an essential aspect of this engagement: creating a ConvertKit opt-in…"
,,2024-01-25,State of Atlas 2024: The Headless WordPress Hosting Platform,https://www.youtube.com/watch?v=ZaDcmm5pKYo,30:29,636,,,"Atlas is WP Engine’s headless WordPress hosting platform for building fast and dynamic headless sites. It provides a single, end-to-end optimized headless platform combining WordPress and a flexible N…"
,,2024-01-26,Building a Website with Frost: From the Ground Up,https://www.youtube.com/watch?v=2ChJTAsyuD4,51:44,2963,Brian Gardner,,"Watch this workshop to master the fundamentals of WordPress blocks, explore the Site Editor, and harness the capabilities of the Frost theme. Guided by Brian's precise, step-by-step instructions, you'…"
,,2024-02-02,"ACF Chat Friday – February 2, 2024: ACF 6.2.5 Security Release! Part Deux",https://www.youtube.com/watch?v=DBTC4wYw0Co,32:29,317,,,In this ACF Chat Fridays session we discussed again the recent ACF 6.2.5 security release and how that impacts users. We answered a good deal of questions on how to understand if you're impacted and h…
,,2024-02-20,Intro To Headless WordPress,https://www.youtube.com/watch?v=CuqUR1CInCg,48:04,4276,,,"New to headless WordPress? Heard about it and are not sure where to start? A headless WordPress architecture disconnects the frontend from the backend, which opens up many possibilities for the techno…"
,,2024-02-23,Design Your WordPress Website With No Code in the Site Editor,https://www.youtube.com/watch?v=PDl34VzeVPs,15:17,1140,Brian Gardner,,"In today’s fast-paced digital era, having a visually appealing and well-designed website is critical to capturing your audience’s attention. Join Brian Gardner as he leads you through the essential sk…"
,,2024-02-27,Built on Demand: Next-Level Design With WordPress,https://www.youtube.com/watch?v=lMPXY7GeSco,58:20,1185,Brian Gardner,,"Join Brian Gardner for a workshop on mastering the art of creating visually stunning websites using WordPress Blocks and Patterns. In this session, you’ll learn to harness the power of WordPress, usin…"
,,2024-02-29,Getting Started with Advanced Custom Fields (ACF),https://www.youtube.com/watch?v=eE17hjOwG3s,52:25,15282,,,"Custom fields are the secret to adding and managing extra content data in WordPress, empowering you to build detailed, feature-rich sites tailored to your needs. ACF both simplifies and improves custo…"
,,2024-03-05,"ACF Chat Friday – March 1, 2024: Q&A (ACF 6.2.7)",https://www.youtube.com/watch?v=Ol3_vfui-9M,38:01,233,,,"In this ACF Chat Fridays session we discussed the recent ACF 6.2.7 security release and how that impacts users, and held a general Q&A. ACF Chat Fridays are open office hours with the ACF team and use…"
,,2024-03-05,All Things WPGraphQL for ACF,https://www.youtube.com/watch?v=JxY5nr2wcCY,58:33,2098,,,Headless WordPress resources & WPGraphQL: https://developers.wpengine.com https://wpengine.com/builders/headless/ developers.wpengine.com/discord https://www.wpgraphql.com/ https://acf.wpgraphql.com/ …
,,2024-03-07,Design Various Header Layouts With WordPress Blocks,https://www.youtube.com/watch?v=ZYquCuecWhY,20:27,1967,Brian Gardner,,"In this straightforward tutorial, Brian Gardner demonstrates how to create three different site header layouts using WordPress core blocks. Brian will walk you through the basic techniques for utilizi…"
,,2024-03-18,"ACF Chat Friday – March 15, 2024: WordPress 6.5",https://www.youtube.com/watch?v=ddJjdnETASo,20:38,244,,,"In this ACF Chat Fridays session we discussed the upcoming WordPress 6.5 release and had a Q&A. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all th…"
,,2024-03-21,Cookie Policy Popups in headless WordPress with Next.js 14 and WPGraphQL,https://www.youtube.com/watch?v=0-teG1jkDpg,18:53,474,,,CONTENTS: 00:00 - Intro/What are Cookies? 01:15 - Prereqs 02:21 - Method 1 with WPGraphQL 03:06 - CookieConsent.jsx 06:10 - policy-pagewp route 09:10 - Things to consider with method 1 09:45 - Method …
,,2024-04-14,WPGraphQL Smart Cache Updates,https://www.youtube.com/watch?v=G6HOa0STMvI,13:07,296,,,CONTENTS: 00:00 - Intro/Main Updates 01:01 - Network Cache 05:41 - ISR and Next.js with Smart Cache 09:40 - Object Cache 12:07 - Debugging 12:34 - Outro Blog Post: https://wpengine.com/builders/wpgrap…
,,2024-04-15,"ACF Chat Friday – April 12, 2024: Q&A",https://www.youtube.com/watch?v=a2anR_8EXZQ,36:50,345,,,"In this ACF Chat Fridays session we caught up with all the things going on with ACF recently and had an open Q&A session. ACF Chat Fridays are open office hours with the ACF team and users, featuring …"
,,2024-04-22,ACF Getting Started,https://www.youtube.com/watch?v=9C6_roqghZQ,4:24,68908,,,"Custom fields are the secret to adding and managing extra content data in WordPress. ACF simplifies the creation and management of these fields, providing your WordPress sites with structured data and…"
,,2024-04-22,Getting Started with ACF Custom Fields & Field Groups,https://www.youtube.com/watch?v=PI_cs4VDkuU,3:03,8431,,,"Explore the power of ACF with this introduction to custom fields, field groups, and rendering your fields on your WordPress site’s front end. https://advancedcustomfields.com https://advancedcustomfie…"
,,2024-04-26,"ACF Chat Friday – April 26, 2024: Block Bindings API",https://www.youtube.com/watch?v=h0iJhL0vQpo,38:49,1242,,,"In this ACF Chat Fridays session we dive into the Block Bindings API released in WordPress 6.5. Damon Cook demos how to use ACF fields with it, with various approaches. ACF Chat Fridays are open offic…"
,,2024-04-28,"WPGraphQL Office Hours April 25, 2024",https://www.youtube.com/watch?v=bj_MOkDasE0,1:47:18,181,,,"In this edition of WPGraphQL Office Hours, we go over issues and roadmap features for WPGraphQL as well as a discussion of why go headless in the first place. Headless WordPress resources: https://wpe…"
,,2024-04-30,How to Install Google Fonts on Your WordPress Website,https://www.youtube.com/watch?v=wOLcCZWUHtM,4:18,2376,Brian Gardner,,"Watch this quick and straightforward tutorial where I demonstrate how WordPress 6.5’s Font Library, now fully integrated with Google Fonts, simplifies font management and integration. This update has …"
,,2024-05-01,How to Add a Site Icon to Your WordPress Website,https://www.youtube.com/watch?v=arkZGpBmfGw,2:18,1771,Brian Gardner,,"In this quick tutorial, I’ll show you how to add a site icon to your WordPress website. This small but mighty feature, also known as a favicon, enhances your site’s identity and professionalism by app…"
,,2024-05-11,"ACF Chat Friday – May 10, 2024: Interactivity API",https://www.youtube.com/watch?v=otFjPLOWWsc,45:04,718,,,In this ACF Chat Fridays session we dive into the Interactivity API released in WordPress 6.5. Damon Cook demos how to use it to dynamically update values of ACF fields. ACF Chat Fridays are open offi…
,,2024-05-15,Understanding List View in the WordPress Editor,https://www.youtube.com/watch?v=PawOIxLQtuQ,4:07,1306,Brian Gardner,,"In this quick tutorial, I’ll show you how to use the List View feature in the WordPress block editor. This powerful tool makes navigating layers of content and nested blocks a breeze, giving you a cle…"
,,2024-05-22,"WordPress Patterns: How to Create, Edit and Use Them",https://www.youtube.com/watch?v=OT9FvkAFv_s,8:54,8631,Brian Gardner,,"In this video, I’ll explore WordPress patterns, the building blocks that simplify adding complex layouts to your pages or posts. Patterns save you time and effort by offering pre-designed sections tha…"
,,2024-05-28,"ACF Chat Friday – May 24, 2024: ACF 6.3",https://www.youtube.com/watch?v=yrpVrVrzv-c,27:46,263,,,"In this ACF Chat Fridays session we walk through the recent ACF 6.3 release. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all things ACF, answering…"
,,2024-05-28,Getting Started with Global Styles in WordPress,https://www.youtube.com/watch?v=49um26Oa_DY,10:26,2339,Brian Gardner,,"This video introduces how Global Styles revolutionizes site appearance management, allowing site-wide style changes without editing individual blocks or pages. This feature simplifies the user experie…"
,,2024-06-01,"WPGraphQL Office Hours May 30th, 2024",https://www.youtube.com/watch?v=IzAl2ykv0pc,56:40,159,,,Headless WordPress resources: https://wpengine.com/builders/headless/ WPGraphQL GitHub Repo: https://github.com/wp-graphql
,,2024-06-04,Headless WordPress and Next.js 14: Core Competencies in App Router,https://www.youtube.com/watch?v=GvewOo4hn9E,39:32,2935,,,CONTENTS: 00:00 - Intro 00:26 - Setting Up Next.js 14 05:19 - Nested Layouts & Partial Rendering 08:23 - Images & AVIF 12:03 - Server Components & Data Loading 13:43 - Static Rendering 17:03 - Time-Ba…
,,2024-06-10,"ACF Chat Friday – June 7, 2024: Q&A",https://www.youtube.com/watch?v=RMYd1GFWeD8,38:29,228,,,In this ACF Chat Fridays session we had an open Q&A with an interesting discussion about the tension between modern and classic WordPress and how it impacts developers building sites with ACF. ACF Cha…
,,2024-06-24,"ACF Chat Friday – June 21, 2024: Q&A",https://www.youtube.com/watch?v=qItXRLby8Do,22:55,241,,,"In this ACF Chat Fridays session we had an open Q&A with talking about the improvements to ACF Blocks coming in ACF 6.4. ACF Chat Fridays are open office hours with the ACF team and users, featuring l…"
,,2024-08-04,"ACF Chat Friday – August 2, 2024: ACF Forms",https://www.youtube.com/watch?v=XT6xnZ7NHGY,38:55,579,,,"In this ACF Chat Fridays session we dive into building frontend forms with ACF with a demo from Damon Cook. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussio…"
,,2024-08-14,On-Demand ISR Support for Next.js/Faust.js on WP engine’s headless WordPress Platform,https://www.youtube.com/watch?v=v6QExVbX_UM,15:36,497,,,CONTENTS: 00:00 - Intro 00:49 - What is On-Demand ISR 02:05 - Why use ODISR in headless WordPress 04:35 - Prerequisites 05:07 - Install the @wpengine/atlas-next npm package 05:49 - Update the next.con…
,,2024-09-06,"ACF Chat Friday – September 6, 2024: Supporting WooCommerce HPOS",https://www.youtube.com/watch?v=Mt2gWln5dN0,42:47,451,,,"In this ACF Chat Fridays session we dive into the WooCommerce HPOS support coming in ACF 6.4. ACF Chat Fridays are open office hours with the ACF team and users, featuring live discussions of all thin…"
,,2024-09-10,How to Customize WPGraphQL Cache Keys,https://www.youtube.com/watch?v=HFD0fEd25vs,18:54,227,,,CONTENTS: 00:00 - Intro 01:35 - Understanding Default Smart Cache behavior 05:15 - Understanding Cache Invalidation with Smart Cache 08:02 - How Cache Invalidation and Cache Tags Work Together 10:31 -…
,,2024-10-17,Code Syntax Highlighting in Headless WordPress,https://www.youtube.com/watch?v=gvYWfY4jrnc,18:15,914,,,CONTENTS: 00:00 - Intro 00:23 - The issue with native code blocks in WordPress 01:53 - Prerequisites 02:37 - Install and activate Code Block Pro 05:37 - Configure Next.js and App Router 07:48 - Taking…
,,2024-10-25,Creating a Custom Post Type with ACF,https://www.youtube.com/watch?v=EG4WcVeMU-0,9:05,11142,,,"Learn the fundamentals of what a post type is in WordPress, and how to register and display a custom post type with ACF. You'll also learn to create a child theme, register custom fields and associate…"
,,2024-10-31,Installing ACF and ACF PRO,https://www.youtube.com/watch?v=HvcuwRLwTUo,2:47,2747,,,"See how to install both the free version of ACF, including over 30 types of custom fields, custom post types, and taxonomies, and ACF PRO, which adds advanced fields and features like the Repeater fie…"
,,2024-11-01,"ACF Chat Friday – November 1, 2024: Annual Survey 2024",https://www.youtube.com/watch?v=OKq1x-48BgI,40:49,222,,,In this ACF Chat Fridays session we dive into the results of the annual survey we ran recently. We also discuss the latest ACF 6.3.10 release. Annual survey 2024 results: https://www.advancedcustomfie…
